Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,Workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,Complaintfiled,ComplaintResolved,ComplaintYears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
36,Female,Medium,Sales,4,Yes,No,Rarely,11,40,4,No,,,13,2,8,6,0,No
33,Male,High,Research & Development,7,Yes,No,Rarely,15,40,3,No,,,12,1,15,7,7,Yes
33,Female,Medium,Sales,2,Yes,Yes,Frequently,1,40,1,No,,,19,4,10,5,1,No
42,Female,High,Sales,5,Yes,Yes,Frequently,26,40,2,No,,,14,3,23,20,4,No
37,Female,Medium,Research & Development,4,Yes,Yes,Rarely,1,40,4,No,,,17,4,12,6,1,No
21,Male,Low,Research & Development,1,Yes,No,Rarely,15,40,4,Yes,Yes,,14,3,0,0,0,No
25,Male,Medium,Research & Development,6,Yes,No,Rarely,2,40,3,No,,,19,4,7,2,0,No
32,Male,Medium,Sales,1,Yes,Yes,Rarely,7,40,3,Yes,Yes,0,14,2,13,13,4,No
33,Male,Low,Research & Development,5,Yes,No,None,4,40,2,No,,,15,3,11,9,1,No
38,Male,Medium,Research & Development,2,Yes,Yes,Frequently,6,40,3,No,,,11,1,10,8,7,No
20,Female,Low,Research & Development,1,Yes,No,Frequently,6,40,4,No,,,18,4,1,1,1,Yes
39,Male,High,Research & Development,3,Yes,Yes,None,25,40,3,No,,,21,5,13,6,0,No
45,Female,High,Human Resources,4,Yes,No,Rarely,4,40,3,No,,,21,5,9,5,0,No
44,Female,High,Research & Development,3,Yes,No,Rarely,7,40,4,No,,,14,3,24,22,5,No
36,Male,Medium,Research & Development,7,Yes,Yes,Rarely,10,40,1,No,,,13,2,15,12,5,No
29,Female,High,Research & Development,3,Yes,No,Rarely,1,40,4,No,,,14,3,9,7,1,No
38,Female,Low,Research & Development,4,Yes,Yes,Frequently,2,40,2,Yes,Yes,2,14,3,9,6,0,No
44,Male,High,Research & Development,1,Yes,No,Rarely,4,40,1,No,,,14,2,26,25,14,No
47,Male,High,Research & Development,2,Yes,No,Rarely,25,40,3,No,,,23,5,25,17,12,No
31,Male,Low,Research & Development,1,Yes,Yes,Rarely,2,40,3,No,,,14,2,6,5,0,No
26,Male,Medium,Sales,6,Yes,No,Rarely,8,40,1,No,,,17,4,6,4,1,Yes
32,Male,Medium,Sales,8,Yes,No,None,11,40,3,No,,,12,1,6,4,1,Yes
53,Female,High,Research & Development,0,Yes,No,Rarely,2,40,4,No,,,16,4,34,33,1,Yes
42,Female,High,Research & Development,2,Yes,No,Rarely,23,40,4,No,,,14,2,16,1,0,No
34,Male,Low,Research & Development,1,Yes,Yes,Rarely,7,40,4,Yes,Yes,0,13,2,1,1,0,No
37,Male,High,Research & Development,6,Yes,Yes,Frequently,10,40,3,No,,,11,1,17,1,0,Yes
27,Female,Low,Research & Development,1,Yes,Yes,Rarely,4,40,3,Yes,Yes,,19,5,1,1,0,No
49,Female,Medium,Research & Development,4,Yes,No,Rarely,3,40,1,No,,,25,5,10,3,1,No
36,Female,Medium,Sales,0,Yes,Yes,Rarely,3,40,4,No,,,19,5,10,9,3,No
47,Female,Medium,Sales,3,Yes,Yes,Rarely,14,40,3,No,,,17,4,11,5,1,No
37,Male,High,Sales,4,Yes,No,Rarely,2,40,3,No,,,11,1,17,3,1,No
34,Female,Medium,Sales,3,Yes,No,Rarely,3,40,4,No,,,12,1,9,4,0,No
39,Female,High,Research & Development,6,Yes,Yes,Rarely,13,40,2,No,,,13,2,21,19,15,No
18,Male,Low,Sales,1,Yes,Yes,Frequently,5,40,2,No,,,14,3,0,0,0,Yes
30,Male,High,Sales,1,Yes,Yes,Rarely,1,40,1,No,,,11,1,10,10,6,Yes
24,Female,Low,Research & Development,1,Yes,No,Rarely,17,40,2,No,,,13,2,1,1,0,Yes
30,Male,Medium,Sales,2,Yes,Yes,Rarely,15,40,1,No,,,11,1,12,7,1,No
26,Male,Low,Research & Development,1,Yes,Yes,None,7,40,4,No,,,20,5,7,7,5,No
59,Male,High,Sales,3,Yes,No,Rarely,1,40,4,No,,,14,3,14,6,0,No
29,Male,Low,Research & Development,0,Yes,No,Rarely,1,40,3,No,,,14,3,7,6,1,Yes
53,Male,Low,Research & Development,2,Yes,Yes,Rarely,6,40,4,No,,,17,4,19,2,2,No
43,Female,Medium,Sales,8,Yes,No,Rarely,9,40,3,No,,,13,2,7,4,1,Yes
40,Female,Medium,Research & Development,5,Yes,Yes,Rarely,2,40,3,No,,,20,5,15,12,11,No
36,Male,Medium,Research & Development,7,Yes,Yes,Rarely,15,40,3,No,,,14,3,9,1,0,Yes
40,Female,Medium,Research & Development,2,Yes,No,Rarely,8,40,1,Yes,Yes,0,16,3,18,1,0,No
43,Female,Medium,Research & Development,1,Yes,Yes,Frequently,10,40,3,No,,,11,1,9,9,0,No
29,Male,Medium,Research & Development,1,Yes,No,Frequently,20,40,4,No,,,13,2,11,11,3,No
23,Male,Medium,Research & Development,1,Yes,No,Rarely,10,40,3,No,,,18,4,2,2,0,No
35,Female,Low,Sales,1,Yes,Yes,Rarely,2,40,4,No,,,13,2,2,2,2,No
28,Female,Medium,Research & Development,0,Yes,Yes,Rarely,27,40,1,No,,,21,5,6,5,0,No
45,Male,Low,Research & Development,8,Yes,Yes,Rarely,9,40,2,No,,,18,4,20,17,0,No
49,Female,Low,Research & Development,1,Yes,Yes,Rarely,25,40,1,Yes,No,2,14,3,10,9,1,No
29,Male,Low,Human Resources,4,Yes,Yes,Rarely,13,40,1,No,,,15,3,4,2,2,Yes
50,Female,High,Research & Development,5,Yes,No,Rarely,17,40,1,No,,,15,3,19,14,1,No
26,Male,Low,Research & Development,2,Yes,Yes,Rarely,16,40,2,No,,,13,2,5,3,0,Yes
32,Female,Medium,Research & Development,9,Yes,Yes,None,29,40,3,Yes,Yes,0,12,1,10,8,7,No
39,Male,Medium,Research & Development,0,Yes,Yes,Rarely,18,40,3,No,,,11,1,9,8,1,No
29,Male,Medium,Human Resources,1,Yes,Yes,Rarely,17,40,1,No,,,13,2,10,10,0,No
28,Male,Low,Research & Development,1,Yes,Yes,Rarely,15,40,3,No,,,16,4,4,4,2,No
19,Male,Low,Research & Development,1,Yes,No,Rarely,9,40,1,No,,,25,5,1,1,0,No
48,Male,Medium,Sales,4,Yes,No,Rarely,7,40,1,No,,,11,1,15,2,2,No
40,Female,Medium,Sales,1,Yes,No,Rarely,14,40,1,No,,,15,3,5,5,1,No
32,Male,Low,Research & Development,1,Yes,No,Frequently,7,40,2,Yes,Yes,1,20,5,5,5,0,No
33,Female,Medium,Sales,1,Yes,Yes,None,16,40,4,No,,,25,5,7,6,1,No
34,Female,Low,Research & Development,1,Yes,No,Rarely,19,40,4,No,,,12,1,10,10,8,No
27,Female,Low,Research & Development,1,Yes,Yes,Rarely,9,40,2,No,,,16,3,7,7,0,No
26,Male,Low,Research & Development,1,Yes,Yes,Rarely,24,40,4,No,,,18,4,1,1,0,Yes
34,Male,Low,Research & Development,5,Yes,No,Frequently,1,40,1,No,,,14,3,10,4,1,No
35,Female,Low,Research & Development,1,Yes,Yes,Rarely,27,40,1,No,,,11,1,6,6,1,No
56,Female,Low,Research & Development,2,Yes,No,Rarely,1,40,1,No,,,22,5,5,3,1,No
30,Male,Low,Research & Development,1,Yes,Yes,Rarely,16,40,4,Yes,Yes,0,12,1,10,10,0,No
48,Female,Low,Sales,2,Yes,Yes,Frequently,7,40,3,Yes,Yes,0,11,1,19,9,7,Yes
25,Female,Low,Human Resources,4,Yes,Yes,Rarely,2,40,2,No,,,14,3,6,2,1,No
33,Male,Medium,Research & Development,1,Yes,No,Rarely,28,40,3,No,,,12,1,15,15,5,No
46,Female,High,Sales,3,Yes,No,Rarely,2,40,2,No,,,12,2,28,7,7,No
30,Female,Medium,Research & Development,0,Yes,No,Frequently,2,40,1,Yes,Yes,0,16,4,10,9,0,No
46,Female,High,Sales,8,Yes,Yes,Rarely,2,40,1,No,,,23,5,28,26,15,No
28,Male,Medium,Research & Development,1,Yes,Yes,Rarely,17,40,1,Yes,No,2,12,1,10,10,1,No
55,Male,Medium,Research & Development,5,Yes,No,Rarely,22,40,2,No,,,12,1,8,4,1,No
43,Female,Medium,Research & Development,4,Yes,No,Rarely,8,40,3,No,,,14,3,8,5,0,No
42,Male,High,Research & Development,5,Yes,No,Rarely,2,40,3,Yes,Yes,2,11,1,24,22,4,No
32,Male,Medium,Research & Development,1,Yes,Yes,Rarely,1,40,2,Yes,Yes,2,17,4,10,10,0,No
20,Male,Low,Research & Development,1,Yes,No,Rarely,10,40,3,No,,,11,1,1,1,1,Yes
40,Male,High,Sales,2,Yes,No,Rarely,10,40,2,Yes,Yes,,12,1,11,1,0,No
29,Female,High,Research & Development,1,Yes,Yes,Rarely,21,40,1,No,,,11,1,10,10,8,No
37,Male,Medium,Research & Development,7,Yes,Yes,Rarely,5,40,4,Yes,Yes,2,16,4,8,6,0,No
20,Female,Low,Sales,1,Yes,No,Frequently,9,40,4,No,,,14,3,2,2,0,Yes
39,Male,Medium,Sales,2,Yes,Yes,Frequently,20,40,4,Yes,Yes,1,18,4,7,2,2,No
25,Female,Medium,Sales,1,Yes,No,Rarely,4,40,4,No,,,11,1,5,5,1,No
36,Male,Medium,Research & Development,1,Yes,No,Frequently,3,40,2,No,,,12,1,12,11,0,No
54,Female,High,Research & Development,8,Yes,No,Rarely,17,40,3,Yes,Yes,2,11,1,22,10,0,No
55,Male,High,Sales,1,Yes,Yes,Rarely,26,40,4,No,,,21,5,36,36,2,No
36,Male,Medium,Research & Development,1,Yes,No,Frequently,11,40,2,Yes,Yes,0,13,2,6,6,0,No
29,Female,Medium,Research & Development,0,Yes,No,Frequently,14,40,4,No,,,12,1,9,8,7,Yes
50,Female,High,Research & Development,3,Yes,Yes,Frequently,1,40,2,No,,,19,5,28,8,0,No
22,Male,Medium,Research & Development,5,Yes,No,Frequently,4,40,3,No,,,16,4,4,2,1,Yes
37,Male,High,Sales,1,Yes,Yes,Frequently,1,40,4,No,,,14,3,6,6,1,No
52,Male,Medium,Research & Development,3,Yes,No,Rarely,6,40,1,No,,,12,2,18,10,6,No
39,Male,High,Research & Development,7,Yes,No,Rarely,10,40,3,Yes,Yes,1,21,5,9,4,2,No
32,Female,High,Sales,1,Yes,Yes,Rarely,1,40,4,Yes,No,2,19,4,14,14,5,No
34,Male,Medium,Research & Development,1,Yes,No,Rarely,1,40,4,No,,,13,2,6,6,1,No
52,Female,High,Research & Development,2,Yes,Yes,Frequently,28,40,3,No,,,11,1,24,5,0,No
33,Female,Medium,Research & Development,8,Yes,Yes,Rarely,4,40,2,No,,,11,1,8,5,0,No
34,Male,High,Sales,0,Yes,Yes,Rarely,1,40,4,No,,,11,1,16,15,0,No
41,Male,High,Research & Development,2,Yes,Yes,Frequently,9,40,3,No,,,17,4,21,18,0,No
26,Male,Medium,Research & Development,1,Yes,Yes,Frequently,11,40,1,No,,,13,2,5,5,3,No
30,Male,Medium,Sales,8,Yes,Yes,Rarely,16,40,3,No,,,15,3,4,2,2,No
35,Male,Medium,Sales,1,Yes,Yes,Frequently,11,40,4,No,,,11,1,5,5,0,No
54,Male,High,Human Resources,2,Yes,No,Rarely,19,40,2,Yes,Yes,2,15,3,16,9,7,No
30,Male,Low,Research & Development,1,Yes,No,Frequently,23,40,3,No,,,25,5,10,10,0,No
40,Female,Low,Research & Development,2,Yes,Yes,Rarely,2,40,3,No,,,14,3,20,5,0,No
33,Male,Low,Research & Development,7,Yes,Yes,Rarely,10,40,4,No,,,13,2,8,4,1,Yes
35,Female,Low,Sales,0,Yes,No,Rarely,28,40,3,No,,,23,5,6,5,4,No
47,Female,High,Sales,9,Yes,Yes,Frequently,3,40,3,No,,,12,2,28,22,11,No
24,Male,Medium,Research & Development,8,Yes,Yes,Rarely,24,40,2,No,,,22,5,6,4,1,No
35,Male,Low,Research & Development,1,Yes,Yes,None,3,40,3,No,,,18,4,1,1,0,No
44,Male,High,Sales,7,Yes,No,Rarely,5,40,2,No,,,11,1,26,22,3,No
20,Male,Low,Research & Development,1,Yes,No,Rarely,3,40,3,No,,,12,2,2,2,1,No
31,Male,Low,Research & Development,0,Yes,No,Rarely,9,40,2,No,,,16,3,3,2,2,No
35,Male,Low,Research & Development,1,Yes,Yes,Frequently,4,40,4,Yes,Yes,1,13,2,2,2,2,No
32,Male,Medium,Sales,0,Yes,No,Rarely,2,40,2,No,,,13,2,4,3,1,No
51,Female,High,Research & Development,3,Yes,Yes,Rarely,11,40,2,Yes,Yes,1,16,4,29,5,0,No
52,Male,High,Research & Development,2,Yes,Yes,Rarely,1,40,4,Yes,Yes,2,15,3,26,9,7,No
27,Female,Low,Research & Development,9,Yes,No,Rarely,16,40,2,No,,,14,3,4,2,2,No
26,Male,Medium,Research & Development,1,Yes,No,Rarely,3,40,4,No,,,22,5,8,8,0,No
33,Male,Low,Research & Development,4,Yes,Yes,Rarely,25,40,2,Yes,Yes,2,20,5,5,2,2,Yes
37,Male,High,Sales,1,Yes,No,None,9,40,2,No,,,13,2,9,9,7,No
37,Female,Medium,Research & Development,1,Yes,No,Rarely,1,40,4,No,,,13,2,14,14,3,No
56,Female,High,Research & Development,4,Yes,Yes,Rarely,4,40,1,No,,,13,2,28,5,4,No
43,Male,Medium,Research & Development,1,Yes,No,Rarely,11,40,3,No,,,17,4,10,10,0,No
30,Female,Medium,Sales,1,Yes,Yes,Rarely,4,40,2,No,,,12,1,11,11,2,No
30,Female,Low,Research & Development,1,Yes,No,Frequently,3,40,3,No,,,20,5,1,1,0,No
37,Male,Medium,Research & Development,1,Yes,Yes,Rarely,21,40,1,No,,,12,2,8,8,1,No
24,Female,Low,Sales,1,Yes,No,None,13,40,2,Yes,Yes,,13,2,1,1,0,No
40,Male,High,Research & Development,4,Yes,Yes,Rarely,20,40,4,No,,,20,5,14,11,11,No
34,Male,Medium,Research & Development,1,Yes,Yes,Frequently,7,40,3,No,,,24,5,9,9,0,Yes
21,Male,Low,Sales,1,Yes,No,Rarely,22,40,3,Yes,No,3,11,1,3,3,1,No
32,Male,Medium,Research & Development,4,Yes,Yes,None,1,40,1,No,,,14,3,9,6,1,No
31,Male,Medium,Sales,1,Yes,Yes,Frequently,26,40,4,No,,,11,1,10,10,0,Yes
40,Female,Low,Research & Development,0,Yes,No,Rarely,2,40,4,Yes,Yes,0,20,5,5,4,2,No
42,Male,Medium,Research & Development,4,Yes,Yes,Rarely,2,40,2,No,,,14,3,4,1,0,No
46,Male,High,Research & Development,6,Yes,No,Rarely,7,40,3,No,,,13,2,13,8,0,No
37,Male,Low,Research & Development,6,Yes,Yes,Rarely,2,40,3,No,,,15,3,7,0,0,Yes
43,Female,Medium,Research & Development,4,Yes,Yes,Frequently,1,40,4,Yes,No,3,13,2,12,5,2,No
54,Female,High,Research & Development,9,Yes,Yes,Rarely,2,40,3,No,,,12,2,16,4,0,No
31,Male,Medium,Sales,4,Yes,Yes,Rarely,7,40,4,Yes,Yes,0,12,1,13,7,1,No
31,Female,Medium,Research & Development,1,Yes,Yes,Frequently,1,40,2,Yes,Yes,2,11,1,10,10,4,Yes
34,Female,Medium,Research & Development,1,Yes,No,Rarely,6,40,3,Yes,No,2,14,3,16,16,2,No
51,Male,Medium,Research & Development,5,Yes,No,Rarely,2,40,2,No,,,18,4,13,4,1,No
33,Male,Low,Research & Development,0,Yes,Yes,Rarely,9,40,4,Yes,No,3,13,2,15,14,4,No
41,Male,Medium,Sales,3,Yes,No,Rarely,23,40,3,No,,,16,4,21,2,0,No
26,Female,Low,Research & Development,1,Yes,Yes,Rarely,23,40,4,No,,,22,5,3,3,0,No
34,Male,High,Sales,1,Yes,Yes,Rarely,1,40,4,No,,,21,5,14,14,2,No
35,Female,Medium,Sales,1,Yes,No,Rarely,1,40,3,No,,,16,4,5,5,0,No
35,Male,Medium,Research & Development,0,Yes,Yes,Rarely,22,40,3,No,,,15,3,6,5,4,No
30,Female,Low,Research & Development,4,Yes,Yes,Rarely,22,40,3,No,,,11,1,7,5,0,Yes
36,Male,Medium,Sales,4,Yes,No,None,8,40,4,No,,,13,2,12,7,0,No
38,Female,Low,Research & Development,1,Yes,No,Rarely,9,40,4,No,,,12,2,2,2,2,No
46,Male,High,Research & Development,7,Yes,Yes,Rarely,1,40,1,No,,,16,4,17,4,0,No
38,Male,Medium,Research & Development,7,Yes,No,Rarely,29,40,1,No,,,19,4,17,1,0,Yes
31,Male,Low,Research & Development,1,Yes,Yes,Rarely,26,40,3,Yes,Yes,1,17,4,5,5,4,No
23,Male,Low,Research & Development,1,Yes,No,Rarely,9,40,1,No,,,14,3,5,4,0,No
30,Male,Medium,Research & Development,3,Yes,Yes,Rarely,16,40,3,Yes,Yes,0,16,4,10,7,1,No
30,Female,Medium,Sales,5,Yes,Yes,Frequently,26,40,1,Yes,No,4,15,3,9,6,0,Yes
42,Female,Medium,Research & Development,2,Yes,Yes,None,21,40,3,No,,,16,4,11,5,0,No
58,Male,Low,Research & Development,1,Yes,Yes,Rarely,23,40,3,No,,,12,1,2,2,2,No
40,Female,High,Sales,0,Yes,No,Rarely,2,40,3,No,,,14,3,21,20,1,No
38,Male,Low,Human Resources,5,Yes,No,None,2,40,2,Yes,Yes,1,13,2,13,11,3,No
39,Male,High,Sales,0,Yes,No,Rarely,15,40,1,No,,,12,2,21,20,11,No
29,Male,Medium,Sales,2,Yes,No,Rarely,2,40,2,No,,,19,5,10,0,0,No
41,Male,Low,Research & Development,6,Yes,Yes,None,5,40,1,No,,,17,4,5,1,0,Yes
27,Male,Medium,Sales,0,Yes,Yes,None,1,40,2,No,,,13,2,6,5,1,No
32,Male,High,Sales,4,Yes,Yes,Rarely,7,40,4,Yes,Yes,1,12,1,7,4,0,No
30,Female,Medium,Research & Development,1,Yes,No,Frequently,1,40,4,Yes,No,2,23,5,12,12,3,No
34,Female,High,Research & Development,1,Yes,No,Rarely,9,40,2,No,,,14,3,9,8,7,No
31,Female,Medium,Research & Development,1,Yes,No,Rarely,7,40,1,No,,,12,2,13,13,3,No
30,Male,Medium,Sales,7,Yes,Yes,Rarely,27,40,4,No,,,23,5,10,8,7,No
40,Female,High,Research & Development,1,Yes,No,Rarely,4,40,3,No,,,14,3,21,20,9,No
36,Female,High,Research & Development,0,Yes,No,Rarely,12,40,4,Yes,Yes,0,11,1,15,14,7,No
44,Male,Medium,Research & Development,2,Yes,No,Rarely,1,40,1,No,,,15,3,10,2,2,No
29,Male,Low,Sales,1,Yes,Yes,Rarely,10,40,2,No,,,14,3,2,2,2,No
37,Female,Medium,Research & Development,3,Yes,No,Rarely,3,40,2,No,,,15,3,8,4,0,No
50,Male,High,Research & Development,9,Yes,Yes,Rarely,1,40,4,Yes,Yes,1,22,5,32,5,1,No
38,Female,Low,Research & Development,1,Yes,No,Frequently,29,40,4,No,,,11,1,10,10,9,No
36,Female,Medium,Research & Development,4,Yes,No,Rarely,2,40,2,Yes,Yes,0,22,5,15,1,0,No
36,Female,Low,Research & Development,5,Yes,Yes,Rarely,3,40,4,Yes,No,,22,5,7,1,0,No
38,Female,Medium,Sales,3,Yes,Yes,Rarely,2,40,1,No,,,15,3,11,7,1,No
39,Female,High,Research & Development,0,Yes,Yes,Frequently,2,40,3,No,,,25,5,20,19,11,No
51,Male,Medium,Research & Development,2,Yes,No,Rarely,7,40,3,No,,,17,4,10,1,0,No
36,Female,Medium,Research & Development,7,Yes,Yes,None,24,40,2,No,,,15,3,11,9,0,No
35,Male,Medium,Research & Development,4,Yes,Yes,Rarely,16,40,3,No,,,12,1,10,8,0,No
32,Male,Low,Research & Development,0,Yes,No,Rarely,5,40,2,No,,,12,1,7,6,0,No
44,Male,Low,Research & Development,3,Yes,No,None,5,40,3,Yes,Yes,1,14,3,7,5,0,No
29,Male,Low,Research & Development,6,Yes,Yes,Rarely,1,40,1,No,,,13,2,11,9,0,Yes
27,Female,Medium,Sales,0,Yes,Yes,Rarely,2,40,3,No,,,14,3,9,8,0,No
40,Female,High,Research & Development,7,Yes,Yes,Rarely,6,40,3,No,,,15,3,22,20,5,No
29,Male,Low,Research & Development,1,Yes,No,Rarely,23,40,3,Yes,No,1,24,5,10,10,0,No
45,Female,Medium,Research & Development,1,Yes,No,Rarely,5,40,1,No,,,14,3,10,10,1,No
39,Female,Medium,Research & Development,2,Yes,Yes,None,2,40,1,No,,,23,5,11,1,0,Yes
29,Male,Low,Research & Development,1,Yes,No,Frequently,24,40,4,No,,,24,5,1,1,1,Yes
40,Female,Medium,Research & Development,3,Yes,No,Frequently,26,40,4,No,,,13,2,16,1,0,No
40,Male,High,Research & Development,2,Yes,No,None,8,40,2,No,,,11,1,16,9,4,No
42,Female,Medium,Sales,7,Yes,No,Rarely,14,40,3,No,,,17,4,10,5,0,No
47,Male,High,Research & Development,4,Yes,Yes,Rarely,5,40,3,No,,,11,1,21,3,1,No
27,Male,Medium,Research & Development,5,Yes,Yes,Frequently,1,40,1,Yes,Yes,0,19,4,6,2,2,No
23,Male,Low,Sales,1,Yes,Yes,Frequently,9,40,1,No,,,19,4,1,1,1,Yes
44,Female,High,Research & Development,0,Yes,Yes,Rarely,7,40,4,No,,,14,3,23,22,1,No
27,Male,Medium,Research & Development,1,Yes,Yes,None,8,40,3,No,,,19,5,3,3,1,No
29,Male,Low,Sales,1,Yes,Yes,Frequently,24,40,1,Yes,No,,17,4,1,1,0,Yes
41,Male,Low,Research & Development,2,Yes,No,Rarely,9,40,1,Yes,Yes,2,21,5,7,5,1,No
41,Male,High,Human Resources,3,Yes,Yes,Rarely,10,40,4,No,,,15,3,23,21,12,No
31,Male,Medium,Sales,4,Yes,Yes,Rarely,6,40,4,No,,,22,5,13,7,5,No
34,Female,Low,Research & Development,1,Yes,No,Frequently,16,40,4,Yes,Yes,1,16,4,6,5,1,No
43,Female,High,Sales,5,Yes,No,Rarely,16,40,4,No,,,22,5,22,17,1,No
26,Male,Medium,Sales,1,Yes,No,Rarely,4,40,4,No,,,12,2,8,8,7,Yes
53,Male,Low,Sales,2,Yes,No,Rarely,6,40,3,No,,,20,5,13,7,4,No
32,Female,Medium,Sales,1,Yes,Yes,Rarely,8,40,2,Yes,Yes,0,11,1,13,13,11,No
40,Male,Medium,Sales,1,Yes,Yes,Rarely,26,40,1,No,,,14,3,8,7,7,No
36,Male,High,Sales,1,Yes,Yes,None,10,40,4,Yes,Yes,0,14,3,10,10,9,No
32,Male,Low,Sales,0,Yes,Yes,Rarely,1,40,2,Yes,Yes,2,14,2,3,2,2,No
38,Male,Low,Research & Development,1,Yes,Yes,Frequently,7,40,3,Yes,Yes,1,11,1,4,4,0,No
58,Female,High,Research & Development,1,Yes,Yes,Rarely,23,40,4,No,,,12,1,40,40,15,Yes
39,Male,Medium,Research & Development,9,Yes,No,None,9,40,2,No,,,15,3,9,5,0,No
35,Male,Low,Sales,1,Yes,Yes,Rarely,7,40,3,No,,,13,2,1,1,0,No
39,Female,Medium,Sales,4,Yes,Yes,Rarely,4,40,3,No,,,14,3,17,15,5,No
52,Female,Low,Research & Development,7,Yes,No,Rarely,2,40,4,No,,,15,3,6,2,2,No
46,Female,Medium,Research & Development,2,Yes,No,Rarely,18,40,3,Yes,Yes,2,14,2,19,10,0,No
38,Female,High,Research & Development,3,Yes,No,Rarely,10,40,3,No,,,19,4,18,1,0,No
25,Male,High,Sales,2,Yes,No,Rarely,28,40,3,No,,,18,4,6,2,2,No
26,Female,Low,Human Resources,1,Yes,No,Rarely,25,40,3,No,,,23,5,8,8,5,No
39,Male,Low,Research & Development,0,Yes,Yes,Rarely,3,40,3,Yes,Yes,0,15,3,11,10,0,No
31,Male,Low,Research & Development,1,Yes,Yes,None,3,40,1,No,,,13,2,4,4,2,No
37,Male,Medium,Research & Development,2,Yes,No,Rarely,10,40,2,No,,,12,1,18,1,0,No
53,Female,Medium,Sales,2,Yes,No,Frequently,2,40,2,No,,,12,2,30,15,6,No
50,Male,Medium,Sales,7,Yes,No,Frequently,1,40,3,Yes,Yes,1,12,1,12,6,0,Yes
22,Male,Low,Research & Development,0,Yes,No,Rarely,1,40,3,No,,,12,2,4,3,1,No
36,Male,Medium,Research & Development,1,Yes,No,Rarely,4,40,4,Yes,Yes,0,16,4,10,10,1,No
35,Female,Medium,Research & Development,0,Yes,No,Rarely,1,40,4,No,,,12,2,10,9,0,No
38,Female,Low,Research & Development,1,Yes,No,Frequently,8,40,2,Yes,No,0,16,3,20,20,0,No
35,Male,Medium,Research & Development,4,Yes,No,Rarely,25,40,4,No,,,14,3,9,3,0,No
32,Male,Medium,Sales,0,Yes,No,None,26,40,4,No,,,18,4,4,3,2,No
38,Male,Medium,Sales,7,Yes,Yes,Rarely,2,40,2,Yes,Yes,,16,4,10,1,0,No
39,Female,Medium,Human Resources,8,Yes,Yes,Rarely,2,40,4,Yes,No,1,11,1,13,5,0,No
42,Male,Medium,Sales,3,Yes,Yes,Rarely,12,40,4,No,,,12,2,14,0,0,No
25,Male,Low,Research & Development,4,Yes,No,Rarely,1,40,4,Yes,No,2,11,1,7,3,0,No
58,Male,Low,Research & Development,9,Yes,No,Frequently,2,40,4,No,,,14,3,3,1,0,Yes
53,Male,Medium,Research & Development,3,Yes,No,Rarely,24,40,4,No,,,15,3,11,4,1,No
34,Male,Medium,Research & Development,6,Yes,No,Rarely,2,40,1,No,,,13,2,13,11,5,No
44,Male,High,Research & Development,3,Yes,Yes,Rarely,28,40,1,No,,,13,2,24,20,14,No
44,Female,High,Sales,3,Yes,No,Rarely,28,40,4,No,,,18,4,23,12,11,No
44,Male,Medium,Research & Development,2,Yes,No,Rarely,10,40,4,No,,,13,2,9,4,1,No
34,Female,Medium,Research & Development,1,Yes,No,Rarely,3,40,2,No,,,12,2,11,11,7,No
24,Female,Medium,Research & Development,1,Yes,No,Rarely,17,40,3,No,,,15,3,5,4,3,No
42,Male,High,Research & Development,9,Yes,Yes,Rarely,6,40,1,No,,,13,2,18,13,5,No
54,Male,High,Research & Development,3,Yes,Yes,Rarely,3,40,4,Yes,Yes,1,14,3,36,10,0,No
26,Male,Low,Research & Development,0,Yes,No,Frequently,6,40,4,No,,,18,4,8,7,7,No
38,Male,Medium,Research & Development,7,Yes,Yes,Frequently,1,40,4,Yes,No,0,15,3,19,13,2,No
29,Female,Low,Research & Development,4,Yes,Yes,Rarely,28,40,4,No,,,22,5,11,7,1,No
58,Male,Low,Research & Development,4,Yes,Yes,Rarely,2,40,3,No,,,24,5,7,1,0,Yes
35,Male,Medium,Sales,1,Yes,Yes,Rarely,1,40,2,No,,,13,2,10,10,0,No
34,Female,Medium,Sales,1,Yes,No,Rarely,15,40,1,No,,,12,2,10,10,9,No
36,Female,Medium,Research & Development,9,Yes,No,Rarely,12,40,3,No,,,12,1,7,3,1,No
37,Female,Low,Research & Development,1,Yes,No,Rarely,14,40,1,Yes,Yes,1,12,2,18,18,12,No
31,Female,Low,Sales,1,Yes,No,Frequently,1,40,3,No,,,12,1,1,1,0,Yes
29,Male,Medium,Sales,1,Yes,No,Rarely,5,40,2,Yes,No,0,13,2,10,10,0,No
54,Female,High,Research & Development,3,Yes,Yes,Frequently,11,40,4,Yes,No,1,20,5,26,14,1,No
28,Male,Low,Sales,3,Yes,No,Frequently,1,40,3,Yes,Yes,1,15,3,5,3,1,Yes
53,Male,High,Sales,5,Yes,Yes,Rarely,8,40,4,No,,,14,3,28,2,2,No
32,Female,Medium,Research & Development,1,Yes,No,Frequently,16,40,1,No,,,22,5,10,10,6,Yes
58,Male,High,Research & Development,7,Yes,No,Rarely,2,40,2,No,,,12,2,40,31,13,Yes
31,Male,Medium,Research & Development,3,Yes,Yes,Rarely,7,40,4,No,,,22,5,10,7,1,No
